Znak,P1_1,P1_2,P2_1,P2_2,P3_1,P3_2,P4_1,P4_2,P5_1,P5_2
n,26581,12738,15648,20383,13545,20420,15957,12736,10421,13207
n,26579,26707,15312,19695,13866,19454,18376,14464,12353,14912
n,26578,26686,15283,19684,13816,19436,18374,14440,12343,14906
n,26578,26706,15294,19690,13842,19446,18374,14452,12350,14905
n,26576,26707,15329,19713,13881,19477,18376,14475,12360,14913
n,26575,12581,15201,20615,13353,20533,18397,13520,10173,16348
n,26571,12739,15779,20364,14028,20406,16249,13067,10689,13504
n,26570,10294,16686,20967,17294,20369,24159,15156,13688,17065
n,26554,25569,16876,20985,16683,20651,17247,15387,12753,15334
n,26543,7586,16934,20802,16810,20720,17260,15826,13361,12930
n,26543,7652,16934,20801,16813,20724,17255,15801,13331,12906
n,26541,7634,16934,20800,16806,20719,17294,15843,13355,12949
n,26541,7679,16936,20798,16832,20723,17440,15989,13489,13109
n,26541,7673,16935,20795,16849,20724,17548,16062,13549,13149
n,26541,7745,16940,20803,16859,20730,17586,16110,13579,13208
n,26540,7599,16934,20787,16771,20712,17296,15784,13327,12952
n,26540,7609,16935,20801,16808,20721,17302,15857,13376,12972
n,26540,7663,16935,20801,16826,20724,17367,15912,13417,13024
n,26540,7709,16936,20795,16842,20725,17505,16048,13527,13152
n,26540,7693,16936,20796,16849,20726,17519,16051,13542,13155
n,26540,7646,16935,20796,16850,20667,17530,16073,13550,13146
n,26540,7701,16939,20800,16857,20727,17538,16067,13545,13159
n,26540,7747,16940,20802,16861,20729,17583,16123,13579,13215
n,26539,12708,15666,20405,13623,20451,16004,12792,10478,13248
n,26539,7529,16931,20769,16735,20704,17223,15647,13229,12869
n,26539,7561,16932,20774,16747,20710,17224,15643,13234,12867
n,26539,7549,16933,20776,16751,20707,17173,15614,13213,12846
n,26539,7543,16933,20784,16761,20709,17249,15720,13281,12912
n,26539,7580,16933,20799,16796,20718,17226,15785,13303,12936
n,26539,7587,16935,20802,16811,20721,17314,15828,13346,12937
n,26539,7683,16935,20800,16836,20722,17495,16017,13505,13136
n,26539,7693,16934,20799,16840,20725,17504,16030,13521,13145
n,26539,7690,16935,20797,16846,20724,17515,16051,13535,13155
n,26539,7683,16938,20796,16855,20727,17520,16059,13534,13146
n,26539,7715,16938,20801,16855,20727,17546,16073,13560,13174
n,26539,7745,16939,20802,16859,20729,17590,16118,13584,13198
n,26539,7755,16939,20802,16861,20730,17592,16119,13586,13215
n,26538,12766,15771,20327,14015,20447,16220,13033,10670,13482
n,26538,7510,16930,20768,16728,20704,17267,15665,13247,12879
n,26538,7535,16932,20775,16744,20705,17214,15634,13217,12865
n,26538,7554,16932,20780,16755,20707,17269,15725,13284,12922
n,26538,7564,16932,20785,16760,20709,17280,15733,13295,12932
n,26538,7591,16934,20787,16774,20710,17297,15806,13340,12956
n,26538,7572,16935,20800,16800,20719,17280,15833,13351,12949
n,26538,7611,16933,20801,16810,20721,17282,15803,13334,12932
n,26538,7716,16938,20803,16858,20722,17559,16099,13570,13193
n,26537,7528,16932,20768,16733,20703,17239,15661,13247,12888
n,26537,7565,16933,20786,16764,20712,17263,15741,13288,12919
n,26537,7572,16933,20787,16775,20713,17312,15819,13343,12974
n,26537,7584,16935,20788,16777,20715,17289,15821,13340,12954
n,26537,7582,16934,20793,16781,20715,17247,15788,13316,12935
n,26537,7574,16934,20798,16799,20718,17240,15795,13326,12934
n,26537,7539,16934,20800,16802,20718,17271,15828,13351,12950
n,26537,7059,16934,20766,16851,20723,17906,16138,13401,13785
n,26536,7482,16931,20769,16740,20704,17220,15623,13215,12858
n,26536,7521,16929,20771,16744,20706,17266,15673,13256,12903
n,26533,12737,15664,20407,13612,20446,15993,12783,10472,13235
n,26533,7543,16931,20767,16731,20703,17217,15636,13227,12871
n,26532,7514,16925,20763,16717,20695,17299,15707,13292,12941
n,26532,7650,16932,20795,16826,20719,17334,15917,13432,13043
n,26531,7731,16934,20796,16853,20726,17577,16111,13578,13205
n,26530,7619,16929,20780,16762,20704,17277,15769,13316,12943
n,26524,12763,15769,20321,14011,20438,16212,13026,10660,13466
n,26513,12777,15706,20409,13880,20424,16263,13066,10693,13519
n,26504,8143,16920,21023,16953,20675,17592,16401,14061,13862
n,26503,8183,16920,21023,16967,20679,17606,16416,14076,13870
n,26503,8189,16919,21026,16972,20681,17610,16417,14083,13874
n,26502,8196,16922,21024,16984,20683,17628,16430,14091,13891
n,26501,8164,16919,21025,16962,20677,17598,16406,14068,13870
n,26501,8201,16922,21024,16986,20684,17637,16436,14098,13899
n,26501,8204,16920,21024,16988,20685,17630,16436,14103,13897
n,26500,8263,16926,21033,17017,20694,17698,16486,14149,13974
n,26499,12582,15207,20626,13377,20541,18417,13542,10198,16371
n,26499,8164,16920,21023,16977,20680,17615,16424,14085,13877
n,26499,8193,16920,21024,16991,20687,17642,16442,14105,13909
n,26499,8144,16921,21028,17000,20688,17670,16463,14118,13929
n,26499,8066,16923,21029,17003,20691,17673,16467,14117,13928
n,26499,8228,16924,21033,17012,20690,17683,16475,14132,13956
n,26498,8120,16921,21030,17001,20689,17671,16464,14120,13931
n,26498,8264,16926,21034,17019,20695,17715,16498,14157,13981
n,26497,8068,16922,21031,17004,20691,17679,16472,14123,13948
n,26497,8241,16926,21032,17012,20691,17691,16484,14142,13967
n,26497,8253,16925,21034,17015,20693,17695,16483,14144,13968
n,26496,8215,16923,21031,17009,20691,17678,16476,14128,13956
n,26495,8113,16915,21021,16939,20668,17579,16387,14050,13863
n,26483,8320,16928,21039,17032,20699,17789,16540,14208,14044
n,26481,8259,16922,21029,17024,20691,17745,16514,14168,14007
n,26480,8306,16926,21035,17026,20697,17760,16530,14163,14014
n,26479,12775,15761,20353,13962,20471,16174,12977,10624,13436
n,26478,8316,16928,21038,17030,20698,17786,16540,14202,14041
n,26478,8323,16928,21038,17032,20700,17788,16540,14210,14053
n,26478,8426,16935,21036,17054,20709,17861,16576,14283,14086
n,26477,8320,16927,21037,17034,20700,17794,16542,14212,14053
n,26477,8405,16934,21037,17052,20708,17855,16576,14280,14077
n,26476,8399,16934,21038,17053,20708,17849,16571,14278,14069
n,26476,8410,16933,21036,17053,20707,17863,16578,14285,14084
n,26476,8417,16933,21036,17054,20707,17863,16579,14283,14094
n,26476,8420,16934,21036,17055,20710,17859,16576,14283,14086
n,26475,8401,16935,21038,17052,20706,17847,16572,14276,14071
n,26474,8371,16933,21040,17048,20704,17828,16561,14255,14066
n,26474,8377,16932,21038,17049,20705,17824,16558,14260,14060
n,26474,8394,16935,21037,17051,20706,17847,16571,14275,14064
n,26474,8429,16935,21034,17055,20708,17861,16577,14284,14081
n,26473,8314,16926,21036,17028,20699,17765,16531,14181,14019
n,26473,8387,16933,21038,17050,20705,17832,16564,14264,14066
n,26469,8322,16929,21038,17041,20702,17816,16554,14231,14063
n,26469,8369,16931,21037,17049,20704,17831,16557,14254,14074
n,26469,8391,16928,21038,17051,20708,17846,16571,14275,14077
n,26467,8331,16931,21037,17043,20701,17816,16554,14234,14063
n,26467,8363,16931,21038,17045,20704,17821,16557,14242,14061
n,26466,8357,16932,21037,17044,20703,17820,16557,14237,14058
n,26466,8369,16933,21037,17047,20703,17826,16560,14249,14070
n,26463,8319,16927,21039,17036,20703,17798,16542,14211,14052
n,26462,8309,16927,21036,17029,20696,17769,16533,14186,14026
n,26462,8316,16927,21038,17029,20699,17780,16534,14195,14040
n,26460,8359,16927,21031,17040,20699,17815,16550,14235,14055
n,26459,12619,15201,20632,13437,20544,18439,13568,10229,16384
n,26444,24849,16889,20951,16421,20648,17475,15290,12480,15406
n,26424,8580,16655,21084,17169,20467,24193,14860,13368,16721
n,26182,26409,15603,20318,14323,20251,25449,14821,11820,14804
n,26097,10181,16682,20960,17291,20377,24161,15161,14315,17143
n,26072,26494,15600,20317,14311,20250,25453,14816,11814,14801
n,26048,22068,16909,20640,16057,20060,17676,15534,12865,15689
n,26033,26392,15617,20300,14370,20200,25454,14868,11930,14819
n,26017,26405,15593,20313,14298,20245,25450,14810,11807,14792
n,25871,25151,16879,20987,16664,20651,17271,15416,12783,15356
n,25601,26060,16595,20825,16632,20494,17689,15693,13037,15743
n,25452,26387,15623,20282,14377,20168,25460,14887,11957,14815
n,25437,26429,15651,20195,14413,20078,25460,14922,11986,14819
n,25403,25396,16869,20977,16671,20640,17230,15371,12749,15318
n,25357,12762,15762,20356,13970,20465,16174,12977,10627,13435
n,25140,26524,15618,20315,14354,20226,25459,14854,11884,14810
n,24959,26414,15607,20320,14329,20251,25470,14832,11836,14814
n,24831,12749,15765,20354,13969,20463,16183,12983,10632,13438
n,24777,26422,15615,20324,14352,20251,25455,14844,11868,14813
n,24765,26419,15618,20298,14366,20202,25455,14864,11919,14817
n,24514,26448,15599,20318,14317,20249,25453,14818,11817,14804
n,24388,21861,16909,20551,16052,20001,17688,15562,12887,15707
n,24230,12783,15773,20329,14017,20440,16222,13040,10671,13483
n,24168,26504,15618,20305,14360,20207,25456,14858,11908,14814
n,23385,12806,15754,20355,13953,20469,16158,12956,10616,13419
n,23183,12775,15758,20353,13966,20467,16175,12979,10631,13442
n,23155,12778,15760,20353,13965,20466,16164,12969,10621,13430
n,22888,12760,15761,20355,13966,20464,16179,12979,10627,13435
n,22307,26679,15761,20083,15083,20220,19271,14827,12096,16368
n,21976,26011,16878,20898,16309,26615,17664,15257,12354,15497
n,21827,26496,15612,20321,14348,20250,25456,14841,11862,14809
n,18376,26413,15627,20253,14384,20114,25460,14899,11965,14812
n,17826,26486,15647,20197,14407,20080,25462,14920,11983,14819
n,17156,13066,16654,20711,16250,20538,16602,14752,12881,14159
n,17156,13063,16654,20701,16254,20534,16633,14740,12876,14212
n,17154,13015,16657,20546,16290,20498,16747,14799,12856,14287
n,17153,13062,16651,20708,16247,20534,16950,14340,12873,14148
n,17150,12844,16660,20384,16340,20381,17783,14879,12829,14835
n,17147,12741,16662,20396,16378,20251,18518,14870,12800,15414
n,17144,13050,16660,20740,16207,20546,16387,14705,12831,14092
n,17144,13047,16658,20738,16209,20551,16406,14701,12837,14097
n,17144,13045,16659,20737,16225,20547,16455,13996,12844,14118
n,17143,13053,16663,20743,16204,20543,16375,14697,12828,14079
n,17143,13046,16658,20735,16219,20548,16402,14709,12842,14109
n,17143,12660,16662,20410,16408,20205,18832,15017,12851,16085
n,17142,13047,16665,21049,16197,20517,16298,14655,12796,14068
n,17142,13053,16664,20782,16193,20540,16360,14684,12815,14067
n,17141,13047,16666,21202,16209,20503,16237,14575,12771,14085
n,17141,13050,16666,20864,16170,20532,16343,14683,12807,14069
n,17139,12659,16664,20431,16447,20207,18983,15075,12926,16455
n,17136,13043,16663,21200,16245,20493,16180,14524,12760,14077
n,17135,12667,16665,20437,16477,20167,19015,15139,13021,16530
n,17135,12998,16624,20921,16113,20092,16465,15124,12746,13969
n,17133,12999,16622,20919,16113,20098,16481,15126,12748,13979
n,17132,12997,16622,20896,16115,20085,16482,15122,12758,13954
n,17131,12668,16666,20437,16497,20133,19017,15185,13074,16555
n,17131,12983,16624,20810,16173,19975,16819,15176,12728,14350
n,17131,12956,16627,20760,16247,19945,18263,15166,12754,15595
n,17129,12991,16621,20913,16110,20082,16455,15119,12751,13959
n,17129,12806,16629,20720,16302,19958,18868,15163,12809,16361
n,17127,13045,16619,20723,16152,20340,16480,15313,12806,14169
n,17125,26728,16631,20700,16357,19978,19028,15198,12976,16619
n,17125,13054,16622,20736,16127,20429,16529,15286,12817,14185
n,17125,13052,16623,20740,16128,20419,16540,15297,12825,14197
n,17123,26727,16638,20690,16404,19962,19055,15243,13076,16672
n,17123,13083,16629,20785,16250,20522,16527,14985,13041,14172
n,17123,13035,16619,20699,16215,20187,16687,15364,12850,14369
n,17121,13084,16630,20782,16248,20519,16520,14999,13044,14172
n,17121,13050,16618,20734,16117,20424,16499,15278,12809,14177
n,17121,13034,16622,20676,16271,20126,17879,15359,12877,15092
n,17120,13083,16637,20777,16246,20516,16504,14981,13040,14173
n,17120,13084,16634,20777,16247,20517,16513,14992,13042,14172
n,17120,13083,16643,20835,16274,20513,16710,15140,12775,14180
n,17119,13026,16623,20660,16309,20053,18256,15362,12949,15271
n,17119,13023,16628,20665,16332,20022,18303,15377,13001,15362
n,17118,26733,16639,20679,16429,19918,19051,15277,13125,16680
n,17118,13020,16631,20678,16351,20012,18387,15386,13037,15445
n,17118,13085,16644,20839,16268,20511,16699,15131,12778,14167
n,17118,13073,16643,20814,16288,20496,16714,15161,12780,14192
n,17116,13083,16640,20778,16252,20521,16498,14977,13044,14170
n,17116,13019,16634,20677,16361,19993,18412,15390,13056,15485
n,17116,13063,16643,20676,16286,20413,16673,15220,12808,14223
n,17115,13079,16652,20790,16267,20525,16478,15012,13077,14155
n,17115,13081,16648,20790,16264,20525,16480,15000,13067,14162
n,17115,13080,16646,20788,16260,20526,16481,14987,13061,14168
n,17114,13080,16637,20836,16257,20505,16687,15124,12773,14151
n,17110,12988,16642,20432,16310,20198,16798,15280,12838,14330
n,17109,13074,16657,20804,16290,20529,16460,15014,13089,14127
n,17109,13079,16654,20796,16275,20529,16472,15015,13084,14141
n,17090,12833,16643,20430,16335,20081,17499,15287,12839,15197
n,17084,12778,16645,20440,16355,20063,18189,15269,12852,15464
n,17083,12948,16288,19414,15897,19182,18398,15110,12758,15770
n,17081,12964,16284,19226,15689,19076,17392,15057,12625,14664
n,17081,12923,16322,19454,15997,19204,18554,15167,12859,15901
n,17079,13003,16298,19112,15365,19035,17356,14941,12553,13851
n,17078,12853,16300,19089,15506,18936,17185,14960,12592,13941
n,17077,12712,16646,20441,16369,20047,18389,15274,12906,15626
n,17076,12998,16296,19073,15311,19039,17404,14926,12523,13915
n,17074,12905,16649,20828,16267,20520,17210,14848,12715,14393
n,17071,12897,16652,20827,16268,20519,17207,14844,12714,14388
n,17071,12992,16292,19036,15296,19033,17403,14918,12509,13899
n,17069,12888,16652,20828,16269,20520,17202,14841,12714,14383
n,17068,12986,16291,19001,15289,19022,17393,14916,12505,13890
n,17066,12059,16646,20387,16376,20036,18525,15274,12941,15723
n,17065,12876,16652,20831,16266,20518,17199,14844,12714,14378
n,17065,12974,16292,18988,15278,19016,17383,14913,12500,13880
n,17062,12859,16652,20831,16266,20517,17196,14844,12717,14371
n,17061,12805,16652,20832,16268,20514,17191,14839,12715,14369
n,17059,12745,16651,20831,16268,20513,17190,14847,12722,14364
n,17055,12962,16284,18949,15259,18999,17367,14904,12491,13872
n,17054,12736,16652,20833,16267,20509,17184,14843,12730,14359
n,17051,12719,16652,20834,16263,20505,17177,14845,12741,14355
n,17045,12989,16486,20767,16181,20460,16411,15051,12778,13726
n,17045,13001,16490,20770,16178,20469,16432,15049,12767,13737
n,17044,12692,16647,20826,16256,20494,17163,14843,12741,14345
n,17044,12974,16477,20763,16178,20445,16389,15068,12802,13705
n,17040,12943,16471,20766,16182,20428,16368,15111,12818,13690
n,17037,12920,16466,20763,16179,20404,16323,15156,12854,13661
n,17032,12758,16467,20712,16152,20356,16270,15252,12905,13647
n,17027,12716,16435,19678,16100,19253,16337,15388,13035,13719
n,17027,12691,16466,20548,16112,20208,16191,15348,12955,13648
n,17023,12827,16459,20178,16081,19679,16136,15412,13015,13671
n,17022,12773,16449,19891,16085,19293,16181,15381,12992,13658
n,17002,12981,16551,20641,16145,20009,16891,15281,12800,14043
n,17001,12984,16552,20643,16155,20000,16891,15290,12816,14068
n,17000,12972,16554,20636,16146,20015,16878,15279,12803,14018
n,17000,12978,16551,20641,16145,20012,16884,15277,12793,14028
n,17000,12960,16546,20370,16310,19808,18462,15338,12958,16070
n,16999,12974,16550,20638,16144,20015,16880,15278,12793,14022
n,16999,12979,16553,20601,16177,19941,16882,15314,12848,14176
n,16999,12969,16542,20433,16266,19890,18336,15297,12865,15950
n,16998,12974,16542,20485,16200,19903,17246,15316,12767,14912
n,16995,12964,16549,20628,16139,20028,16866,15269,12799,14006
n,16974,26581,15656,20197,14419,20085,25455,14925,11992,14824
n,16425,11766,15810,21650,16913,19888,26715,15580,13322,17839
n,16425,11785,15837,20016,15888,20011,26709,15638,13540,18170
n,16418,11871,15772,19857,15567,19821,26713,15467,13056,17322
n,16408,11415,15733,25518,15403,19803,26710,15316,12830,16169
n,16406,26557,15773,19706,15185,19809,26716,14990,12600,14709
n,16406,11919,15755,20839,15286,19796,26704,15060,12635,14975
n,16406,11507,15870,20203,16026,20119,26714,26715,13681,18364
n,16405,25559,15770,22696,15151,19809,26714,14984,12592,14705
n,16404,26175,15766,19702,15097,19809,26709,14971,12585,14696
n,16404,25795,15766,22605,15103,19807,26712,14978,12587,14699
n,16404,26577,15769,26297,15169,19809,26711,14989,12596,14708
n,16403,25386,15633,20367,14312,20353,18135,14670,12060,14845
n,16403,26320,15685,20395,14402,20372,18095,14702,12064,14818
n,16403,26460,15769,19702,15127,19809,26710,14980,12590,14704
n,16403,25561,15767,19703,15145,19810,26713,14982,12589,14702
n,16403,26667,15772,26093,15207,19809,26715,14992,12594,14710
n,16402,25641,15650,20377,14361,20363,18082,14683,12045,14816
n,16402,25279,15668,20389,14375,20369,18090,14689,12035,14823
n,16402,25785,15770,19729,15186,19813,26707,14974,12582,14697
n,16402,26625,15766,23116,15199,19813,26708,14973,12584,14695
n,16402,26657,15774,24739,15183,19811,26715,14991,12601,14713
n,16401,26641,15764,23607,15115,19812,26702,14968,12580,14692
n,16401,24835,15768,19705,15162,19811,26704,14971,12580,14693
n,16400,26481,15609,20415,14172,20437,18221,14541,11947,14835
n,16400,25353,15622,20355,14270,20352,18199,14651,12041,14882
n,16400,24011,15678,20391,14381,20372,18095,14692,12045,14820
n,16400,26671,15764,19704,15105,19814,26703,14965,12577,14693
n,16400,24552,15767,19702,15137,19815,26703,14967,12581,14692
n,16399,26517,15591,20393,14173,20430,18223,14578,11969,14844
n,16399,26034,15619,20355,14253,20352,18198,14637,12020,14876
n,16399,26494,15761,25557,15175,19807,26705,14958,12561,14688
n,16399,26573,15761,23958,15018,19811,26706,14963,12563,14686
n,16399,26526,15760,26546,15017,19812,26706,14964,12570,14689
n,16398,26579,15589,20393,14167,20431,18214,14562,11957,14837
n,16398,26529,15595,20391,14186,20418,18209,14584,11970,14832
n,16398,26649,15760,24885,14998,19814,26706,14947,12554,14679
n,16398,26673,15759,24826,15313,19807,26705,14954,12553,14688
n,16398,26527,15761,25685,15069,19812,26707,14964,12573,14691
n,16397,22484,15749,26212,15015,19814,26706,14929,12522,14658
n,16396,25739,15614,20382,14240,20377,18191,14614,11989,14850
n,16396,25556,15747,21719,15082,19811,26704,14920,12519,14655
n,16396,26530,15753,25314,14990,19814,26708,14942,12540,14668
n,16396,23555,15758,25964,14995,19815,26709,14947,12551,14673
n,16395,26605,15747,26354,14969,19813,26708,14916,12512,14654
n,16394,26309,15744,23352,14950,19811,26711,14898,12500,14645
n,16394,26588,15747,25771,14958,19810,26710,14905,12507,14647
n,16394,26628,15745,26536,14966,19814,26708,14911,12509,14651
n,16393,26666,15742,25012,14945,19810,26709,14896,12496,14642
n,16393,24047,15745,24878,14954,19816,26707,14902,12502,14645
n,16393,26595,15747,19764,14963,19812,26709,14909,12509,14647
n,16392,26556,15699,20404,14469,20370,18097,14711,12068,14825
n,16392,24225,15736,26257,14934,19810,26710,14891,12493,14640
n,16391,26070,15607,20413,14174,20437,18244,14521,11925,14835
n,16389,26677,15736,22745,14927,19809,26708,14887,12489,14642
n,16388,26680,15719,26484,14909,19796,26709,14870,12474,14631
n,16387,25602,15710,19775,14886,19792,26710,14856,12458,14629
n,16386,26669,15729,26437,14916,19803,26708,14876,12478,14636
n,16386,24513,15735,22596,14921,19807,26711,14881,12486,14640
n,16385,26681,15705,19652,14858,19805,26710,14834,12441,14625
n,16383,26668,15691,24398,14817,19817,26712,14795,12418,14618
n,16383,26672,15697,26209,14827,19811,26711,14807,12426,14619
n,16383,26680,15702,24882,14841,19813,26714,14820,12432,14622
n,16380,26688,15767,20373,14687,20307,18692,14799,12024,15691
n,16379,26699,15785,20413,14595,20381,18185,14779,12078,14898
n,16378,26643,15716,20413,14496,20370,18105,14716,12072,14832
n,16378,26690,15679,25324,14804,19811,26707,14781,12415,14609
n,16377,26672,15925,20809,16486,26710,24968,15337,13311,17496
n,16377,26677,15953,20804,16524,26642,26458,16321,14230,18643
n,16376,26699,15770,20417,14567,20383,18152,14761,12058,14878
n,16376,26695,15773,20415,14573,20379,18153,14762,12060,14881
n,16376,26700,15779,20416,14585,20378,18169,14768,12062,14889
n,16376,26698,15780,20413,14589,20379,18170,14773,12068,14892
n,16376,26700,15782,20414,14591,20376,18169,14774,12068,14894
n,16376,26700,15784,20411,14590,20378,18170,14778,12071,14896
n,16376,26703,15778,20413,14582,20380,18178,14778,12069,14898
n,16376,26702,15781,20413,14589,20382,18181,14782,12072,14904
n,16375,26699,15770,20415,14576,20378,18159,14762,12058,14882
n,16374,26690,15728,20417,14511,20371,18107,14719,12072,14838
n,16374,26697,15765,20421,14566,20382,18148,14757,12055,14875
n,16374,26701,15784,20415,14585,20381,18174,14778,12068,14898
n,16373,26700,15771,20410,14580,20376,18162,14766,12060,14884
n,16372,26564,15800,25765,14770,20224,25201,14970,12000,14781
n,16372,26699,15763,20421,14559,20383,18134,14746,12054,14863
n,16372,26700,15763,20422,14560,20382,18144,14749,12047,14871
n,16371,26619,15797,26656,14764,20225,25198,14966,11991,14777
n,16371,26698,15755,20421,14545,20380,18122,14752,12080,14854
n,16371,26697,15760,20420,14556,20385,18122,14753,12082,14855
n,16371,26677,15970,20803,16552,26706,26533,16474,14340,18657
n,16369,26687,15793,25414,14747,20230,25205,14953,11968,14780
n,16369,26687,15796,24510,14751,20233,25203,14953,11967,14782
n,16369,26690,15734,20419,14520,20372,18111,14723,12074,14841
n,16369,26694,15754,20424,14549,20378,18115,14751,12092,14848
n,16369,26692,15749,20420,14533,20381,18116,14751,12086,14850
n,16368,26661,15796,26684,14755,20228,25203,14958,11972,14778
n,16368,26692,15752,20427,14550,20377,18115,14751,12091,14849
n,16367,26696,15789,24759,14746,20233,25210,14950,11963,14777
n,16366,26695,15790,26639,14736,20236,25205,14940,11957,14782
n,16366,26694,15789,25289,14743,20234,25202,14947,11962,14777
n,16366,26689,15739,20416,14525,20371,18112,14726,12074,14844
n,16366,26680,15749,20419,14535,20373,18114,14746,12087,14845
n,16365,26689,15789,26632,14736,20236,25205,14938,11954,14785
n,16365,26695,15789,26582,14742,20234,25207,14945,11962,14779
n,16364,26681,15746,20414,14532,20368,18115,14735,12081,14848
n,16363,26690,15786,26677,14727,20238,25206,14932,11952,14783
n,16363,26690,15787,26644,14731,20237,25202,14934,11952,14781
n,16362,26687,15746,20415,14528,20371,18116,14735,12078,14851
n,16361,26682,15787,26196,14723,20241,25201,14925,11946,14783
n,16361,26677,15786,26635,14723,20237,25201,14925,11944,14781
n,16359,26683,15783,21352,14713,20242,25207,14921,11941,14783
n,16358,26683,15778,26149,14702,20238,25211,14918,11939,14785
n,16357,26661,15783,21395,14747,20243,25205,14915,11937,14800
n,16357,26685,15779,22020,14710,20236,25198,14914,11933,14792
n,16357,26681,15776,23276,14701,20239,25205,14917,11935,14783
n,16355,26658,15784,26672,14760,20241,25205,14917,11940,14807
n,16355,26697,15671,19440,17790,19673,26715,14962,12559,14746
n,16353,26681,15669,19449,15769,19681,26716,14960,12555,14740
n,16353,26691,15672,19444,16368,19676,26714,14957,12554,14743
n,16352,26664,15782,26672,14761,20244,25204,14915,11939,14804
n,16352,26670,15665,19443,15781,19672,26714,14956,12545,14743
n,16352,26678,15673,19454,17018,19680,26714,14960,12553,14741
n,16352,26700,15669,19439,17857,19670,26715,14959,12556,14744
n,16351,26675,15668,19451,16593,19679,26716,14959,12550,14737
n,16350,26671,15782,26676,14758,20245,25201,14911,11938,14803
n,16349,26692,15775,24192,14753,20264,25206,14909,11943,14776
n,16349,26697,15776,26664,14754,20250,25200,14911,11939,14795
n,16349,26690,15779,26676,14752,20245,25199,14908,11934,14797
n,16349,26690,15668,19455,17157,19669,26713,14958,12544,14753
n,16347,26688,15774,26296,14744,20274,25205,14893,11925,14777
n,16347,26693,15773,21917,14746,20271,25204,14896,11929,14776
n,16347,26657,15894,20795,16430,26723,25256,15505,13434,17749
n,16346,26668,15661,19480,15757,19698,26713,14954,12536,14745
n,16346,26668,15664,19463,15163,19687,26714,14956,12538,14745
n,16345,26685,15773,24382,14739,20279,25202,14877,11913,14776
n,16345,11799,15642,26124,16488,19657,26710,15030,12613,14900
n,16344,26669,15659,19483,15825,19699,26715,14954,12532,14746
n,16344,26668,15665,19447,15708,19671,26715,14957,12542,14745
n,16343,26686,15772,20409,14734,20277,25204,14864,11899,14765
n,16342,26695,15769,20875,14738,20275,25202,14855,11893,14760
n,16341,26690,15764,24207,14767,20275,25198,14873,11938,14831
n,16341,26670,15657,19481,16107,19695,26716,14949,12526,14745
n,16339,26688,15763,26439,14769,20274,25198,14877,11944,14840
n,16338,26690,15764,26380,14765,20280,25200,14875,11939,14844
n,16338,26672,15657,19492,15742,19700,26713,14950,12524,14752
n,16337,26690,15765,26466,14764,20283,25201,14871,11936,14853
n,16335,26674,15657,19491,15922,19704,26715,14947,12518,14756
n,16334,26693,15777,26689,14766,20291,25199,14860,11926,14857
n,16334,26692,15771,26675,14764,20288,25194,14868,11930,14854
n,16334,26693,15766,26085,14763,20285,25202,14867,11931,14850
n,16333,26696,15777,26668,14760,20297,25205,14849,11918,14860
n,16332,26673,15653,19492,16245,19707,26712,14946,12515,14758
n,16329,26701,15777,26521,14746,20298,25202,14855,11918,14855
n,16329,26697,15778,26643,14754,20297,25202,14844,11911,14862
n,16327,26691,15779,25601,14743,20301,25204,14874,11939,14850
n,16327,26684,15651,19492,16537,19710,26713,14942,12512,14757
n,16326,26683,15783,26586,14747,20309,25210,14879,11942,14846
n,16326,26698,15784,26515,14748,20308,25208,14878,11940,14846
n,16323,26681,15784,23190,14745,20316,25204,14870,11934,14845
n,16322,26677,15645,19491,15448,19713,26713,14938,12508,14756
n,16319,26630,15783,25184,14738,20320,25198,14856,11918,14844
n,16319,11617,15911,20310,16070,20180,26711,26721,13780,18454
n,16316,26661,15641,19490,15363,19711,26714,14933,12507,14759
n,16314,26675,15780,26649,14737,20324,25201,14849,11909,14843
n,16313,9089,16401,20839,16638,20583,26725,16503,14700,19134
n,16313,9096,16402,20840,16638,20584,26722,16500,14701,24955
n,16313,9087,16404,20837,16637,20582,26722,16480,14693,19122
n,16312,9102,16401,20840,16637,20583,26724,16500,14696,23034
n,16311,26643,15784,26656,14735,20329,25202,14844,11905,14845
n,16311,9056,16400,20840,16634,20585,26724,16503,14697,19142
n,16311,9081,16402,20841,16637,20586,26724,16505,14697,19132
n,16311,9092,16401,20840,16636,20582,26723,16502,14697,24162
n,16311,26662,15636,19489,15516,19711,26713,14928,12506,14759
n,16309,8992,16400,20839,16634,20587,26724,16498,14695,19143
n,16308,26669,15783,24838,14737,20330,25196,14841,11904,14843
n,16308,26661,15633,19487,15448,19713,26713,14929,12501,14760
n,16306,26680,15762,23798,14682,20311,25196,14851,11913,14826
n,16306,26649,15781,23802,14736,20329,25203,14836,11899,14843
n,16306,26655,15783,26659,14734,20330,25200,14838,11899,14844
n,16305,26630,15759,24912,14680,20311,25198,14854,11915,14818
n,16305,26662,15777,26514,14731,20328,25201,14819,11885,14838
n,16305,26681,15786,20172,14736,20330,25199,14838,11897,14843
n,16305,8998,16400,20836,16632,20587,26722,16498,14693,19144
n,16304,26670,15759,23927,14680,20313,25197,14850,11913,14820
n,16304,26653,15779,25823,14735,20331,25194,14826,11894,14838
n,16303,26674,15773,22089,14705,20319,25200,14840,11907,14830
n,16303,26677,15777,24691,14730,20327,25200,14821,11886,14836
