Znak,P1_1,P1_2,P2_1,P2_2,P3_1,P3_2,P4_1,P4_2,P5_1,P5_2
a,15844,7702,15572,15307,14760,16062,15489,14773,13186,13064
a,15837,9519,15630,20576,15609,20145,20755,15513,16818,16846
a,15819,8050,15528,18573,15042,18976,20178,15188,12724,18101
a,15788,8411,15242,16672,13758,17206,18204,14593,12124,16451
a,15785,8777,15889,15420,15476,16433,15518,14978,12921,13211
a,15783,10298,15725,20974,15882,20472,20866,15673,17267,17044
a,15777,8928,14767,15923,13144,16318,17295,14197,11698,15262
a,15743,9073,14992,26703,14687,17304,13735,11618,9995,12031
a,15743,9075,14994,26701,14686,17304,13741,11619,9999,12039
a,15742,9074,14994,26703,14684,17300,13736,11618,9994,12039
a,15742,9076,14997,26708,14692,17306,13736,11617,9997,12034
a,15742,9077,14997,26701,14692,17308,13746,11622,10000,12038
a,15741,9066,14987,26702,14679,17295,13723,11608,9983,12026
a,15741,9072,14991,26704,14684,17302,13727,11607,9988,12025
a,15741,9075,14994,26702,14688,17307,13743,11619,9993,12032
a,15741,9080,14999,26703,14692,17305,13740,11617,9988,12026
a,15740,9065,14988,26705,14677,17293,13728,11613,9987,12034
a,15740,9071,14992,26701,14681,17300,13736,11616,9995,12036
a,15738,9070,14990,26704,14679,17295,13727,11608,9987,12027
a,15738,9071,14990,26696,14684,17300,13738,11614,9995,12028
a,15737,9065,14987,26703,14680,17294,13727,11615,9988,12033
a,15737,9067,14988,26707,14680,17295,13726,11615,9987,12033
a,15736,9070,14983,26701,14675,17290,13721,11612,9995,12028
a,15736,9063,14984,26706,14676,17290,13725,11612,9991,12030
a,15735,9072,14984,26706,14673,17290,13731,11614,9992,12033
a,15734,9072,14979,26706,14667,17280,13724,11611,9984,12027
a,15734,9063,14986,26704,14675,17290,13733,11619,9990,12028
a,15733,9070,14980,26705,14668,17276,13730,11612,9983,12033
a,15733,9072,14980,26700,14669,17283,13716,11604,9981,12023
a,15733,9074,14981,26708,14668,17285,13716,11605,9984,12029
a,15732,9067,14975,26703,14667,17275,13727,11612,9986,12033
a,15731,9069,14977,26705,14667,17274,13732,11620,9985,12032
a,15731,9068,14978,26703,14665,17277,13733,11617,9987,12041
a,15731,9069,14976,26703,14666,17277,13726,11614,9983,12033
a,15731,9073,14980,26700,14668,17280,13729,11610,9982,12032
a,15731,9062,14982,26696,14671,17286,13723,11607,9984,12031
a,15727,9066,14972,26698,14659,17274,13736,11622,9994,12046
a,15718,8317,15829,15913,15665,16819,16002,14994,12718,14170
a,15707,9055,14921,26704,14596,17207,16058,13591,11673,14083
a,15706,9051,14913,26699,14591,17195,16231,13713,11749,14165
a,15706,9054,14917,26707,14596,17200,16073,13641,11696,14121
a,15706,9053,14918,26705,14594,17203,16182,13659,11753,14178
a,15706,9052,14918,26703,14596,17205,16142,13658,11726,14146
a,15705,9053,14915,26704,14595,17198,16072,13634,11707,14134
a,15702,9051,14913,26703,14593,17198,16158,13689,11733,14172
a,15701,9049,14912,26701,14583,17189,16364,13828,11881,14286
a,15700,9043,14904,26703,14583,17186,16242,13762,11819,14308
a,15700,9048,14911,26704,14589,17196,16528,14052,11993,14441
a,15698,9041,14904,26702,14578,17180,16285,13758,11824,14293
a,15698,9048,14909,26693,14589,17195,16195,13798,11801,14211
a,15697,9041,14901,26700,14575,17180,16220,13762,11792,14248
a,15697,9043,14903,26699,14579,17181,16217,13715,11775,14201
a,15697,9043,14906,26699,14580,17184,16289,13780,11861,14377
a,15696,9036,14899,26704,14574,17175,16322,13867,11882,14349
a,15696,9037,14896,26704,14572,17178,16242,13758,11806,14265
a,15695,9035,14897,26703,14569,17172,16264,13792,11857,14307
a,15695,9042,14902,26703,14576,17177,16217,13733,11776,14220
a,15694,9036,14900,26702,14571,17170,16341,13848,11891,14344
a,15693,9032,14891,26697,14563,17163,15847,13434,11536,13923
a,15693,9032,14892,26699,14565,17164,15951,13521,11604,14004
a,15691,9028,14890,26700,14565,17163,15838,13452,11550,13925
a,15689,9030,14889,26700,14559,17159,15831,13441,11531,13922
a,15689,9030,14891,26697,14562,17161,15916,13488,11577,13952
a,15687,10503,15784,21076,15990,20558,20903,15735,17536,17288
a,15687,9034,14885,26700,14561,17155,15754,13377,11518,13872
a,15687,9031,14889,26705,14562,17158,15850,13428,11511,13917
a,15686,9034,14884,26700,14560,17152,15776,13377,11483,13873
a,15684,9031,14883,26702,14559,17152,15811,13379,11472,13834
a,15683,9032,14883,26693,14557,17152,15842,13401,11497,13889
a,15680,9027,14881,26698,14553,17142,15753,13370,11464,13822
a,15679,9026,14879,26702,14553,17140,15609,13215,11350,13700
a,15677,9024,14877,26702,14554,17135,15767,13378,11468,13836
a,15676,9022,14876,26700,14551,17133,15854,13463,11516,13878
a,15676,9026,14877,26700,14556,17138,15666,13284,11394,13747
a,15675,9019,14875,26702,14552,17131,15939,13523,11622,14051
a,15674,9021,14876,26700,14551,17133,15932,13509,11615,14036
a,15673,9020,14873,26704,14552,17130,15982,13535,11641,14049
a,15672,7166,15696,15854,15477,16816,16148,14924,12590,14432
a,15671,9018,14872,26702,14549,17126,16099,13649,11703,14089
a,15666,9009,14866,26699,14541,17113,16289,13819,11826,14267
a,15666,9012,14866,26694,14544,17119,16103,13651,11723,14149
a,15665,9007,14863,26702,14537,17107,16399,13921,11948,14419
a,15665,9006,14864,26700,14538,17110,16361,13901,11907,14361
a,15662,9003,14859,26702,14535,17106,16477,13988,11970,14483
a,15661,8996,14853,26701,14516,17098,16424,13936,11935,14414
a,15660,8992,14851,26703,14515,17093,16370,13897,11944,14412
a,15659,8995,14851,26702,14514,17094,16450,13980,11960,14451
a,15659,9000,14857,26704,14526,17102,16441,13993,11965,14476
a,15657,8992,14852,26702,14512,17091,16429,13942,11955,14423
a,15656,10743,15442,19678,14661,19999,18838,14631,12339,17146
a,15655,8990,14852,26703,14510,17089,16479,14006,12011,14525
a,15651,8976,14839,26705,14493,17067,16608,14096,12073,14548
a,15649,8974,14834,26702,14492,17063,16634,14200,12106,14608
a,15649,8979,14838,26702,14495,17069,16590,14068,12023,14558
a,15649,8979,14838,26698,14496,17071,16545,14047,12020,14520
a,15646,8970,14834,26701,14488,17061,16557,14085,12038,14527
a,15645,8969,14829,26699,14484,17054,16648,14109,12085,14604
a,15639,8963,14829,26702,14481,17049,16565,14097,12109,14618
a,15639,8963,14824,26694,14478,17049,16594,14097,12088,14632
a,15638,8962,14827,26694,14478,17046,16849,14317,12246,14260
a,15632,8958,14823,26702,14482,17046,17110,14532,12437,15017
a,15628,10580,15812,21101,16036,20591,20920,15771,15622,17805
a,15625,5668,14807,15271,14015,16136,15332,14788,12605,13476
a,15622,8945,14818,26702,14472,17022,17077,14520,12399,15019
a,15622,5685,14803,15271,14003,16133,15323,14785,12611,13465
a,15621,8937,14820,26699,14473,17012,17197,14640,12542,15152
a,15621,5728,14852,15297,14085,16158,15342,14805,12660,13483
a,15620,5688,14777,15248,13955,16115,15310,14778,12617,13459
a,15619,5662,14764,15244,13944,16114,15308,14776,12616,13453
a,15619,5672,14779,15256,13970,16121,15313,14779,12614,13462
a,15619,5688,14800,15264,13991,16130,15319,14780,12610,13460
a,15618,5781,14861,15292,14087,16163,15345,14806,12658,13483
a,15617,8932,14817,26698,14478,17014,17094,14629,12530,15164
a,15617,5685,14785,15258,13979,16125,15316,14781,12613,13462
a,15616,8924,14816,26701,14475,17010,17042,14505,12411,14989
a,15616,5803,14866,15290,14091,16159,15345,14804,12658,13484
a,15615,5637,14754,15238,13931,16112,15305,14774,12617,13455
a,15614,8936,14812,26701,14474,17005,17083,14545,12445,15031
a,15612,5815,14894,15307,14120,16171,15353,14811,12662,13493
a,15611,5655,14744,15228,13920,16108,15304,14770,12618,13452
a,15611,5803,14880,15302,14106,16169,15351,14807,12664,13489
a,15611,5811,14885,15308,14114,16168,15351,14811,12662,13489
a,15611,5817,14893,15310,14124,16177,15357,14814,12660,13492
a,15610,8949,14811,26701,14473,17001,17110,14581,12471,15058
a,15609,8947,14807,26697,14471,16998,17094,14562,12467,15056
a,15609,5817,14893,15312,14127,16177,15354,14812,12658,13493
a,15608,5825,14905,15312,14130,16181,15362,14813,12656,13495
a,15606,8943,14807,26701,14472,16994,15984,13614,11655,14056
a,15606,5828,14900,15322,14133,16184,15364,14812,12652,13495
a,15605,8936,14805,26701,14471,16990,16028,13669,11700,14158
a,15604,5664,14730,15218,13901,16100,15296,14764,12609,13449
a,15599,10612,15835,21121,16065,20613,20927,15791,17424,18293
a,15598,6076,15324,15390,14849,16488,15803,14824,12495,14080
a,15597,5798,14946,15303,14247,16223,15447,14804,12592,13618
a,15596,8929,14802,26694,14464,16981,16098,13721,11713,14162
a,15583,9404,16737,25902,14873,18673,18144,14510,12106,16400
a,15582,10618,15854,21125,16089,20623,20939,15812,15036,18297
a,15573,10660,15870,21132,16109,20631,20941,15831,17331,18280
a,15497,8633,15645,16084,14878,17450,16833,14336,11895,15605
a,15416,6353,15217,23647,14162,16695,16064,14099,11585,14537
a,15391,5792,16760,26563,13324,15759,14686,13648,11357,13094
a,15391,5795,17446,26559,13306,15760,14753,13677,11372,13245
a,15390,5830,17161,26533,13300,15701,14665,13673,11426,13185
a,15390,5838,16447,24542,13305,15710,14669,13663,11422,13247
a,15390,5839,16283,26385,13306,15718,14847,13837,11570,13351
a,15386,5817,17222,26679,13290,15696,14700,13705,11437,13199
a,15385,5804,17326,26677,13274,15687,14673,13682,11435,13222
a,15382,5804,16598,26569,13308,15773,14656,13617,11340,13191
a,15382,5824,14700,26682,13321,15785,14737,13655,11355,13202
a,15381,5783,17308,26675,13251,15674,14644,13618,11333,13181
a,15379,5758,21272,26681,13231,15651,14673,13660,11337,13125
a,15379,5770,17303,26673,13234,15665,14631,13594,11273,13160
a,15378,5887,15057,25907,13331,15801,14652,13602,11319,13199
a,15377,5767,24223,26680,13231,15658,14715,13677,11343,13217
a,15374,5747,25851,26674,13230,15634,14645,13665,11340,13212
a,15372,5890,14723,26679,13327,15813,14681,13520,11139,13059
a,15361,6207,18028,26677,13468,16147,15372,13820,11127,13664
a,15359,6217,18185,26677,13456,16131,15379,13843,11146,13682
a,15359,6215,18091,26676,13464,16147,15338,13791,11104,13655
a,15359,6243,17919,26684,13480,16165,15419,13864,11167,13713
a,15358,6216,18107,26676,13453,16122,15369,13835,11150,13663
a,15358,6218,18114,26673,13455,16126,15309,13774,11085,13608
a,15358,6222,18136,26676,13456,16134,15365,13829,11130,13660
a,15358,6215,18132,26678,13457,16146,15374,13786,11089,13656
a,15358,6213,18103,26683,13472,16152,15432,13874,11173,13715
a,15358,6241,17890,26684,13479,16163,15432,13882,11179,13717
a,15357,6208,18136,26676,13449,16115,15342,13824,11150,13647
a,15357,6220,18109,26675,13455,16126,15339,13824,11131,13655
a,15357,6221,18177,26676,13456,16128,15296,13779,11090,13616
a,15357,6230,17758,26684,13474,16165,15440,13877,11165,13707
a,15357,6236,17573,26685,13474,16166,15428,13858,11153,13694
a,15356,6212,18153,26675,13451,16118,15356,13834,11153,13659
a,15356,6215,18130,26675,13453,16121,15291,13767,11100,13606
a,15356,6191,18058,26682,13479,16155,15434,13872,11173,13713
a,15355,6193,18107,26678,13435,16098,15298,13788,11164,13616
a,15354,5873,14709,26688,13289,15823,14765,13629,11239,13215
a,15354,6168,18226,26677,13430,16094,15274,13799,11182,13633
a,15354,6198,18040,26677,13435,16102,15264,13767,11131,13586
a,15354,6216,18088,26677,13470,16153,15407,13841,11136,13704
a,15354,6226,18067,26687,13477,16175,15400,13838,11139,13666
a,15353,6177,18167,26675,13433,16096,15281,13808,11151,13602
a,15353,6210,17945,26678,13437,16103,15288,13790,11142,13606
a,15353,6218,18108,26669,13448,16117,15350,13823,11153,13668
a,15352,6113,18300,26679,13420,16085,15272,13788,11172,13610
a,15352,6153,18220,26680,13425,16089,15262,13782,11158,13592
a,15352,6157,18174,26676,13428,16091,15280,13797,11164,13627
a,15352,6229,18101,26683,13477,16179,15308,13755,11076,13617
a,15351,6132,18251,26674,13424,16085,15255,13777,11154,13569
a,15351,6238,18123,26685,13477,16174,15331,13776,11094,13616
a,15347,6164,18242,26669,13406,16074,15232,13747,11140,13589
a,15344,6092,16911,26682,13365,16039,15234,13777,11197,13581
a,15342,6117,16990,26682,13364,16044,15218,13724,11160,13531
a,15342,5915,18011,26686,13480,16190,15342,13738,11077,13586
a,15340,5833,14706,26688,13287,15822,14750,13612,11204,13227
a,15340,6132,16745,26680,13362,16040,15252,13792,11213,13587
a,15339,6144,16778,26679,13357,16031,15211,13762,11194,13566
a,15339,6130,16785,26678,13361,16035,15233,13781,11216,13590
a,15338,6132,16758,26679,13353,16025,15244,13810,11238,13611
a,15337,6123,16776,26678,13352,16022,15213,13788,11221,13587
a,15336,6117,16769,26678,13348,16021,15213,13767,11206,13566
a,15335,6012,16668,26678,13346,16018,15223,13771,11213,13561
a,15335,6137,16778,26674,13353,16024,15246,13801,11229,13603
a,15331,6054,16714,26673,13328,15989,15282,13864,11288,13641
a,15331,6099,16608,26670,13329,15992,15274,13848,11271,13613
a,15331,6098,16570,26675,13331,15996,15237,13790,11207,13533
a,15331,6097,16698,26673,13331,15998,15186,13775,11204,13551
a,15330,6050,16629,26673,13318,15974,15282,13872,11304,13641
a,15330,6057,16711,26674,13324,15987,15283,13858,11284,13645
a,15328,6059,16702,26672,13319,15977,15284,13863,11300,13621
a,15328,6046,16576,26671,13322,15981,15261,13840,11277,13618
a,15328,6019,16681,26672,13323,15984,15257,13847,11276,13621
a,15326,6110,15879,26685,13671,16305,15578,13873,11255,13836
a,15325,5989,17903,26666,13296,15952,15308,13915,11338,13673
a,15325,5974,14766,26681,13300,15957,15316,13918,11340,13669
a,15325,6023,16671,26667,13318,15976,15234,13827,11268,13600
a,15322,5965,17849,26664,13295,15950,15335,13940,11359,13703
a,15321,5954,18173,26665,13290,15947,15337,13951,11367,13706
a,15320,5977,17051,26667,13289,15945,15330,13940,11374,13702
a,15319,5966,17710,26664,13292,15941,15316,13919,11364,13679
a,15318,5978,17709,26665,13286,15945,15339,13945,11379,13714
a,15317,5986,17705,26666,13293,15939,15309,13921,11370,13681
a,15315,5960,17624,26664,13294,15932,15316,13941,11389,13666
a,15313,5953,17712,26657,13288,15930,15311,13936,11382,13686
a,15305,5677,14696,26689,13272,15836,14786,13617,11169,13249
a,15286,5906,16290,26675,13265,15893,15311,13990,11488,13709
a,15286,5911,16707,26671,13261,15893,15315,13981,11472,13710
a,15286,5902,16731,26670,13262,15898,15328,13990,11473,13713
a,15284,5845,14716,26684,13263,15889,15312,13994,11504,13714
a,15279,5849,14706,26683,13252,15883,15311,13996,11504,13714
a,15274,5714,16676,26678,13161,15840,14782,13504,11005,13229
a,15266,5786,14690,26680,13236,15879,15314,13994,11457,13715
a,15260,5870,14678,26679,13226,15872,15260,13941,11386,13672
a,15259,5857,14674,26676,13220,15867,15234,13924,11368,13649
a,15258,5857,14680,26673,13229,15876,15299,13989,11411,13706
a,15257,5866,14670,26679,13211,15865,15203,13899,11345,13625
a,15025,11502,15651,20965,15597,20439,19259,14943,15738,15874
b,26663,10634,16297,21140,17005,20666,19601,15756,14234,18683
b,26663,10643,16298,21140,17008,20664,19602,15763,14236,18685
b,26663,10674,16303,21135,17005,20662,19600,15756,14237,18679
b,26663,10706,16306,21133,17009,20658,19598,15759,14225,18672
b,26663,10733,16311,21128,17015,20656,19591,15761,14222,18674
b,26663,10744,16313,21127,17150,20655,19589,15758,14226,18666
b,26663,10753,16314,21127,17150,20654,19581,15751,14218,18662
b,26663,10769,16314,21123,18645,20652,19586,15759,14226,18683
b,26663,10825,16318,21114,17015,20642,19587,15756,14222,18665
b,26663,9287,16981,21156,17580,20784,24174,17402,15938,17688
b,26662,10112,16202,26570,16862,20771,24493,15536,14574,17030
b,26662,10725,16308,21127,17012,20656,19586,15753,14223,18666
b,26662,10800,16317,21118,17013,20646,19601,15763,14233,18672
b,26662,9276,16979,21165,17578,20789,24191,17398,15938,17717
b,26662,9270,16979,21162,17576,20789,24179,17398,15938,17732
b,26662,9219,16979,21162,17577,20788,24185,17396,15938,17717
b,26662,9265,16982,21158,17582,20785,24217,17405,15939,17706
b,26661,10622,16293,21140,17005,20665,19605,15760,14226,18672
b,26661,10718,16307,21128,17010,20657,19596,15758,14229,18665
b,26661,9256,16980,21161,17576,20788,24179,17398,15938,17701
b,26661,9247,16982,21160,17580,20787,24169,17401,15940,17725
b,26660,9269,16979,21161,17574,20787,24178,17394,15937,17759
b,26660,9249,16980,21163,17578,20785,24178,17399,15938,17745
b,26659,9266,16979,21163,17577,20788,24189,17395,15935,17745
b,26659,9206,16982,21160,17579,20786,24166,17400,15939,17766
b,26658,9279,16979,21163,17577,20788,24181,17396,15937,17756
b,26658,9235,16980,21161,17578,20785,24216,17398,15939,17806
b,26658,9246,16981,21161,17579,20786,24152,17400,15940,17761
b,26657,9276,16979,21163,17577,20788,24186,17399,15937,17748
b,26657,9272,16979,21163,17577,20739,24190,17397,15938,17716
b,26657,9176,16982,21162,17581,20787,24177,17402,15941,17741
b,26657,9214,16981,21162,17581,20787,24154,17402,15941,17771
b,26656,10615,16291,21140,17004,20663,19601,15762,14229,18676
b,26656,11793,16877,21243,17490,20814,26422,17309,15793,18442
b,26656,9232,16982,21162,17579,20786,24243,17399,15940,17778
b,26655,9230,16981,21159,17580,20785,24176,17400,15939,17709
b,26654,9357,16976,21168,17561,20787,24109,17384,15927,17512
b,26653,10263,16182,26622,16897,20766,24527,15593,15455,16555
b,26653,10340,16185,25064,16901,20763,24458,15524,15487,16460
b,26653,11786,16849,21252,17458,20811,26500,17281,15751,18411
b,26653,11792,16878,21241,17490,20814,26424,17310,15793,18439
b,26653,11787,16881,21241,17493,20815,26442,17313,15797,18441
b,26653,11784,16882,21239,17494,20815,26443,17314,15800,18436
b,26653,11785,16885,21239,17494,20814,26441,17316,15800,18438
b,26653,9361,16974,21168,17560,20787,24093,17383,15925,17512
b,26652,10347,16194,26574,16907,20757,22929,14517,14411,15494
b,26652,11793,16880,21239,17493,20814,26426,17310,15796,18435
b,26652,9356,16975,21170,17562,20790,24088,17386,15928,17503
b,26651,10383,16202,26634,16913,20737,24939,15820,15531,16807
b,26651,10390,16205,26632,16919,20735,24951,15823,15539,16814
b,26651,10394,16209,22947,16919,20729,24931,15811,15538,16801
b,26651,11782,16844,21250,17454,20809,26524,17276,15745,18406
b,26650,10280,16188,26558,16901,20759,24341,15427,15444,16335
b,26650,10379,16195,26602,16908,20752,24956,15836,15546,16843
b,26650,11797,16860,21251,17472,20814,26439,17291,15767,18422
b,26650,9354,16976,21170,17563,20792,24081,17385,15928,17608
